Domain,Phylum,Class,Order,P1_FW,P1_IF,P1_CO,P2_IF,T_FW,T_IF,Pro_PW,Com_PW,
Eukaryota,Unclassified,Florideophyceae,Gracilariales,0.00006,0.00013,0.00003,0.00000,0.00011,0.00013,0.00000,0.00003,
Eukaryota,Unclassified,Florideophyceae,Plocamiales,0.00000,0.00000,0.00001,0.00000,0.00008,0.00002,0.00000,0.00000,
Eukaryota,Unclassified,Glaucocystophyceae,Unclassified,0.00050,0.00043,0.00033,0.00075,0.00073,0.00040,0.00031,0.00093,
Eukaryota,Unclassified,Heterolobosea,Schizopyrenida,0.00340,0.00549,0.00191,0.00284,0.00263,0.00878,0.00090,0.00187,
Eukaryota,Unclassified,Oligohymenophorea,Hymenostomatida,0.00115,0.00169,0.00049,0.00073,0.00131,0.00237,0.00044,0.00033,
Eukaryota,Unclassified,Oligohymenophorea,Peniculida,0.00216,0.00202,0.00072,0.00072,0.00135,0.00215,0.00105,0.00539,
Eukaryota,Unclassified,Pelagophyceae,Unclassified,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002,0.00000,0.00000,
Eukaryota,Unclassified,Raphidophyceae,Chattonellales,0.00008,0.00013,0.00001,0.00004,0.00015,0.00008,0.00002,0.00002,
Eukaryota,Unclassified,Synurophyceae,Synurales,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
Eukaryota,Unclassified,Unclassified,Bicosoecida,0.00002,0.00000,0.00003,0.00000,0.00000,0.00005,0.00000,0.00000,
Eukaryota,Unclassified,Unclassified,Choanoflagellida,0.00197,0.00314,0.00182,0.00191,0.00203,0.00277,0.00000,0.00190,
Eukaryota,Unclassified,Unclassified,Dictyosteliida,0.01029,0.01308,0.00687,0.00513,0.01497,0.01577,0.01041,0.00636,
Eukaryota,Unclassified,Unclassified,Euglyphida,0.00013,0.00005,0.00006,0.00003,0.00021,0.00027,0.00009,0.00021,
Eukaryota,Unclassified,Unclassified,Isochrysidales,0.00008,0.00005,0.00003,0.00000,0.00010,0.00017,0.00012,0.00000,
Eukaryota,Unclassified,Unclassified,Kinetoplastida,0.00338,0.00429,0.00128,0.00229,0.00417,0.00550,0.00286,0.00236,
Eukaryota,Unclassified,Unclassified,Perkinsida,0.00064,0.00000,0.00000,0.00000,0.00000,0.00171,0.00000,0.00000,
Eukaryota,Unclassified,Unclassified,Peronosporales,0.00242,0.00368,0.00151,0.00196,0.00346,0.00428,0.00125,0.00153,
Eukaryota,Unclassified,Unclassified,Pythiales,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
Eukaryota,Unclassified,Unclassified,Saprolegniales,0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
Eukaryota,Unclassified,Unclassified,Trichomonadida,0.00176,0.00141,0.00136,0.00069,0.00657,0.00410,0.00436,0.00128,
Eukaryota,Unclassified,Unclassified,Unclassified,0.00182,0.00143,0.00084,0.00044,0.00337,0.00229,0.00121,0.00064,
Eukaryota,Unclassified,Unclassified,Harpellales,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002,0.00000,0.00000,
Eukaryota,Unclassified,Unclassified,Mortierellales,0.00000,0.00010,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
Eukaryota,Xanthophyceae,Unclassified,Vaucheriales,0.00003,0.00018,0.00003,0.00000,0.00000,0.00002,0.00000,0.00000,
"Other 
sequences",Unclassified,Unclassified,Unclassified,0.00000,0.00000,0.08110,0.08463,0.04056,0.03647,0.00000,0.00000,
Viruses,Unclassified,Unclassified,Caudovirales,0.18168,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
Viruses,Unclassified,Unclassified,Herpesvirales,0.00004,0.00000,0.00000,0.00000,0.00000,0.00004,0.00000,0.00002,
,,,,,,,,,,,,
